xc(um),yc(um),zc(um),radius(um),matid
3.7699999999999996,3.7699999999999996,0,0.10439999999999999,199
4.35,3.7699999999999996,0,0.10439999999999999,200
6.09,3.7699999999999996,0,0.10439999999999999,201
6.67,3.7699999999999996,0,0.10439999999999999,202
7.25,3.7699999999999996,0,0.10439999999999999,203
7.83,3.7699999999999996,0,0.10439999999999999,204
8.41,3.7699999999999996,0,0.10439999999999999,205
2.61,4.35,0,0.10439999999999999,206
3.19,4.35,0,0.10439999999999999,207
3.7699999999999996,4.35,0,0.10439999999999999,208
4.35,4.35,0,0.10439999999999999,209
4.93,4.35,0,0.10439999999999999,210
6.09,4.35,0,0.10439999999999999,211
6.67,4.35,0,0.10439999999999999,212
7.25,4.35,0,0.10439999999999999,213
7.83,4.35,0,0.10439999999999999,214
8.41,4.35,0,0.10439999999999999,215
2.61,4.93,0,0.10439999999999999,216
3.19,4.93,0,0.10439999999999999,217
3.7699999999999996,4.93,0,0.10439999999999999,218
4.35,4.93,0,0.10439999999999999,219
4.93,4.93,0,0.10439999999999999,220
6.09,4.93,0,0.10439999999999999,221
6.67,4.93,0,0.10439999999999999,222
7.25,4.93,0,0.10439999999999999,223
7.83,4.93,0,0.10439999999999999,224
8.41,4.93,0,0.10439999999999999,225
2.61,5.51,0,0.10439999999999999,226
3.19,5.51,0,0.10439999999999999,227
3.7699999999999996,5.51,0,0.10439999999999999,228
4.35,5.51,0,0.10439999999999999,229
4.93,5.51,0,0.10439999999999999,230
6.09,5.51,0,0.10439999999999999,231
6.67,5.51,0,0.10439999999999999,232
7.25,5.51,0,0.10439999999999999,233
7.83,5.51,0,0.10439999999999999,234
8.41,5.51,0,0.10439999999999999,235
2.61,6.09,0,0.10439999999999999,236
3.19,6.09,0,0.10439999999999999,237
3.7699999999999996,6.09,0,0.10439999999999999,238
4.35,6.09,0,0.10439999999999999,239
4.93,6.09,0,0.10439999999999999,240
6.09,6.09,0,0.10439999999999999,241
6.67,6.09,0,0.10439999999999999,242
7.25,6.09,0,0.10439999999999999,243
7.83,6.09,0,0.10439999999999999,244
8.41,6.09,0,0.10439999999999999,245
2.61,6.67,0,0.10439999999999999,246
3.19,6.67,0,0.10439999999999999,247
3.7699999999999996,6.67,0,0.10439999999999999,248
4.35,6.67,0,0.10439999999999999,249
4.93,6.67,0,0.10439999999999999,250
6.09,6.67,0,0.10439999999999999,251
6.67,6.67,0,0.10439999999999999,252
7.25,6.67,0,0.10439999999999999,253
7.83,6.67,0,0.10439999999999999,254
8.41,6.67,0,0.10439999999999999,255
2.61,7.249999999999999,0,0.10439999999999999,256
3.19,7.249999999999999,0,0.10439999999999999,257
3.7699999999999996,7.249999999999999,0,0.10439999999999999,258
4.35,7.249999999999999,0,0.10439999999999999,259
4.93,7.249999999999999,0,0.10439999999999999,260
6.09,7.249999999999999,0,0.10439999999999999,261
6.67,7.249999999999999,0,0.10439999999999999,262
7.25,7.249999999999999,0,0.10439999999999999,263
7.83,7.249999999999999,0,0.10439999999999999,264
8.41,7.249999999999999,0,0.10439999999999999,265
2.61,7.829999999999999,0,0.10439999999999999,266
3.19,7.829999999999999,0,0.10439999999999999,267
3.7699999999999996,7.829999999999999,0,0.10439999999999999,268
4.35,7.829999999999999,0,0.10439999999999999,269
4.93,7.829999999999999,0,0.10439999999999999,270
6.09,7.829999999999999,0,0.10439999999999999,271
6.67,7.829999999999999,0,0.10439999999999999,272
7.25,7.829999999999999,0,0.10439999999999999,273
7.83,7.829999999999999,0,0.10439999999999999,274
8.41,7.829999999999999,0,0.10439999999999999,275
2.61,8.409999999999998,0,0.10439999999999999,276
3.19,8.409999999999998,0,0.10439999999999999,277
3.7699999999999996,8.409999999999998,0,0.10439999999999999,278
4.35,8.409999999999998,0,0.10439999999999999,279
4.93,8.409999999999998,0,0.10439999999999999,280
6.09,8.409999999999998,0,0.10439999999999999,281
6.67,8.409999999999998,0,0.10439999999999999,282
7.25,8.409999999999998,0,0.10439999999999999,283
7.83,8.409999999999998,0,0.10439999999999999,284
8.41,8.409999999999998,0,0.10439999999999999,285
-2.61,0.29,0,0.10439999999999999,286
-2.03,0.29,0,0.10439999999999999,287
-1.45,0.29,0,0.10439999999999999,288
-0.8700000000000001,0.29,0,0.10439999999999999,289
-0.29000000000000004,0.29,0,0.10439999999999999,290
-2.61,0.8699999999999999,0,0.10439999999999999,291
-2.03,0.8699999999999999,0,0.10439999999999999,292
-1.45,0.8699999999999999,0,0.10439999999999999,293
-0.8700000000000001,0.8699999999999999,0,0.10439999999999999,294
-0.29000000000000004,0.8699999999999999,0,0.10439999999999999,295
-2.61,1.45,0,0.10439999999999999,296
-2.03,1.45,0,0.10439999999999999,297
-1.45,1.45,0,0.10439999999999999,298
-0.8700000000000001,1.45,0,0.10439999999999999,299
-0.29000000000000004,1.45,0,0.10439999999999999,300
-2.61,2.03,0,0.10439999999999999,301
-2.03,2.03,0,0.10439999999999999,302
-1.45,2.03,0,0.10439999999999999,303
-0.8700000000000001,2.03,0,0.10439999999999999,304
-0.29000000000000004,2.03,0,0.10439999999999999,305
-2.61,2.61,0,0.10439999999999999,306
-2.03,2.61,0,0.10439999999999999,307
-1.45,2.61,0,0.10439999999999999,308
-0.8700000000000001,2.61,0,0.10439999999999999,309
-0.29000000000000004,2.61,0,0.10439999999999999,310
-2.61,3.7699999999999996,0,0.10439999999999999,311
-2.03,3.7699999999999996,0,0.10439999999999999,312
-1.45,3.7699999999999996,0,0.10439999999999999,313
-0.8700000000000001,3.7699999999999996,0,0.10439999999999999,314
-0.29000000000000004,3.7699999999999996,0,0.10439999999999999,315
-2.61,4.35,0,0.10439999999999999,316
-2.03,4.35,0,0.10439999999999999,317
-1.45,4.35,0,0.10439999999999999,318
-0.8700000000000001,4.35,0,0.10439999999999999,319
-0.29000000000000004,4.35,0,0.10439999999999999,320
-2.61,4.93,0,0.10439999999999999,321
-2.03,4.93,0,0.10439999999999999,322
-1.45,4.93,0,0.10439999999999999,323
-0.8700000000000001,4.93,0,0.10439999999999999,324
-0.29000000000000004,4.93,0,0.10439999999999999,325
-2.61,5.51,0,0.10439999999999999,326
-2.03,5.51,0,0.10439999999999999,327
-1.45,5.51,0,0.10439999999999999,328
-0.8700000000000001,5.51,0,0.10439999999999999,329
-0.29000000000000004,5.51,0,0.10439999999999999,330
-2.61,6.09,0,0.10439999999999999,331
-2.03,6.09,0,0.10439999999999999,332
-1.45,6.09,0,0.10439999999999999,333
-0.8700000000000001,6.09,0,0.10439999999999999,334
-0.29000000000000004,6.09,0,0.10439999999999999,335
2.61,8.989999999999998,0,0.10439999999999999,336
3.19,8.989999999999998,0,0.10439999999999999,337
3.7699999999999996,8.989999999999998,0,0.10439999999999999,338
4.35,8.989999999999998,0,0.10439999999999999,339
4.93,8.989999999999998,0,0.10439999999999999,340
6.09,8.989999999999998,0,0.10439999999999999,341
6.67,8.989999999999998,0,0.10439999999999999,342
7.25,8.989999999999998,0,0.10439999999999999,343
7.83,8.989999999999998,0,0.10439999999999999,344
8.41,8.989999999999998,0,0.10439999999999999,345
2.61,9.569999999999999,0,0.10439999999999999,346
3.19,9.569999999999999,0,0.10439999999999999,347
3.7699999999999996,9.569999999999999,0,0.10439999999999999,348
4.35,9.569999999999999,0,0.10439999999999999,349
4.93,9.569999999999999,0,0.10439999999999999,350
6.09,9.569999999999999,0,0.10439999999999999,351
6.67,9.569999999999999,0,0.10439999999999999,352
7.25,9.569999999999999,0,0.10439999999999999,353
7.83,9.569999999999999,0,0.10439999999999999,354
8.41,9.569999999999999,0,0.10439999999999999,355
2.61,10.149999999999999,0,0.10439999999999999,356
3.19,10.149999999999999,0,0.10439999999999999,357
3.7699999999999996,10.149999999999999,0,0.10439999999999999,358
4.35,10.149999999999999,0,0.10439999999999999,359
4.93,10.149999999999999,0,0.10439999999999999,360
6.09,10.149999999999999,0,0.10439999999999999,361
6.67,10.149999999999999,0,0.10439999999999999,362
7.25,10.149999999999999,0,0.10439999999999999,363
7.83,10.149999999999999,0,0.10439999999999999,364
8.41,10.149999999999999,0,0.10439999999999999,365
2.61,10.729999999999999,0,0.10439999999999999,366
3.19,10.729999999999999,0,0.10439999999999999,367
3.7699999999999996,10.729999999999999,0,0.10439999999999999,368
4.35,10.729999999999999,0,0.10439999999999999,369
4.93,10.729999999999999,0,0.10439999999999999,370
6.09,10.729999999999999,0,0.10439999999999999,371
6.67,10.729999999999999,0,0.10439999999999999,372
7.25,10.729999999999999,0,0.10439999999999999,373
7.83,10.729999999999999,0,0.10439999999999999,374
8.41,10.729999999999999,0,0.10439999999999999,375
2.61,11.309999999999999,0,0.10439999999999999,376
3.19,11.309999999999999,0,0.10439999999999999,377
3.7699999999999996,11.309999999999999,0,0.10439999999999999,378
4.35,11.309999999999999,0,0.10439999999999999,379
4.93,11.309999999999999,0,0.10439999999999999,380
6.09,11.309999999999999,0,0.10439999999999999,381
6.67,11.309999999999999,0,0.10439999999999999,382
7.25,11.309999999999999,0,0.10439999999999999,383
7.83,11.309999999999999,0,0.10439999999999999,384
8.41,11.309999999999999,0,0.10439999999999999,385
